customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend
3376-bmgfe,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),70.9,273.0,yes,0-6,54.6
5997-opvfa,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),89.05,6254.45,no,48+,85.67739726027396
3445-hxxgf,male,1,yes,no,58,no,no phone service,dsl,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,45.3,2651.2,yes,48+,44.93559322033898
1159-wfsgr,female,0,yes,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.4,321.4,no,12-24,18.905882352941177
7654-ywjuf,male,0,yes,no,43,yes,no,fiber optic,yes,no,yes,yes,no,no,one year,yes,bank transfer (automatic),84.25,3539.25,no,24-48,80.4375
1875-qivme,female,0,yes,no,2,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.4,242.8,yes,0-6,80.93333333333334
6727-iotlz,male,0,yes,no,14,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,no,mailed check,81.95,1181.75,no,12-24,78.78333333333333
0691-jvsya,female,0,yes,no,53,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),94.85,5000.2,yes,48+,92.59629629629629
5918-vukwp,female,0,no,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.55,654.55,no,24-48,19.834848484848482
1744-jhkys,female,0,yes,no,34,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,24.7,780.2,no,24-48,22.291428571428572
2656-fmokz,female,1,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.45,1145.7,yes,12-24,71.60625
2070-fnexe,female,1,no,no,7,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),76.45,503.6,yes,6-12,62.95
5947-sgkcl,female,0,yes,yes,15,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),105.35,1559.25,no,12-24,97.453125
3712-pkxza,male,0,yes,no,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.55,1252.0,no,48+,20.193548387096776
6317-ypkdh,female,0,no,no,1,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),29.95,29.95,yes,0-6,14.975
6582-oivsp,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.3,45.3,no,0-6,22.65
9367-wxlch,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),84.5,662.65,yes,6-12,73.62777777777778
5524-khnjp,male,0,yes,yes,33,yes,no,dsl,yes,no,yes,no,yes,yes,one year,no,credit card (automatic),74.75,2453.3,no,24-48,72.15588235294118
1918-zbfqj,female,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.25,1111.65,yes,12-24,79.40357142857144
1024-guald,female,0,yes,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.8,24.8,yes,0-6,12.4
4827-usjhp,male,0,no,no,20,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,51.8,1023.85,no,12-24,48.75476190476191
8167-gjlrn,male,0,no,no,3,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,no,electronic check,30.4,82.15,no,0-6,20.5375
0956-sycwg,female,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,19.65,244.8,no,12-24,17.485714285714288
8017-uvszu,female,0,yes,no,40,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),56.6,2379.1,no,24-48,58.02682926829268
7100-fqprv,male,0,yes,yes,43,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,credit card (automatic),71.9,3173.35,no,24-48,72.12159090909091
2472-ovkup,male,0,yes,no,6,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,91.0,531.0,yes,0-6,75.85714285714286
2984-rgeya,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.75,1375.4,no,48+,19.64857142857143
9680-niauv,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),109.7,8129.3,no,48+,111.36027397260274
2146-egvdt,male,0,yes,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.3,1192.7,no,48+,19.878333333333334
2604-ijpdu,female,0,yes,no,20,yes,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,96.55,1901.65,no,12-24,90.5547619047619
9178-jhuvj,male,0,yes,yes,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.1,587.4,no,12-24,23.496
6168-ybynp,male,0,no,no,59,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.35,6519.75,no,48+,108.6625
7255-ssfbc,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),112.25,8041.65,no,48+,110.15958904109588
3645-deygf,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.75,20.75,no,0-6,10.375
9323-hgfwy,female,0,yes,no,27,yes,no,fiber optic,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),101.9,2681.15,no,24-48,95.75535714285715
8544-goqsh,female,0,no,no,14,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),80.05,1112.3,no,12-24,74.15333333333334
3363-dtivd,male,0,yes,yes,71,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,no,electronic check,105.55,7405.5,no,48+,102.85416666666667
7018-wbjnk,male,0,no,yes,13,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),78.3,1033.95,no,12-24,73.85357142857143
9142-kzxop,male,0,no,no,44,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),68.85,2958.95,no,24-48,65.75444444444445
7674-ytafd,female,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),79.95,2684.85,no,24-48,78.96617647058824
6348-snfus,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),55.45,4179.2,no,48+,57.249315068493146
1285-okipp,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.9,79.9,yes,0-6,39.95
7825-ecjrf,female,0,no,no,19,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.6,1934.45,yes,12-24,96.7225
1347-kttta,male,0,yes,no,64,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),102.45,6654.1,no,48+,102.37076923076924
7841-tzdmq,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),46.0,84.5,yes,0-6,28.166666666666668
4195-nzgta,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,25.25,25.25,no,0-6,12.625
7157-smcfk,male,0,no,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,1124.2,no,48+,18.13225806451613
4709-lkhyg,female,0,yes,yes,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.0,540.05,no,24-48,18.001666666666665
2504-dshih,male,1,yes,no,23,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,86.8,1975.85,no,12-24,82.32708333333333
0699-ndkjm,female,0,yes,no,57,no,no phone service,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),58.75,3437.45,no,48+,59.266379310344824
9286-bhdqg,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),45.25,3139.8,no,48+,43.01095890410959
0230-wequw,male,0,yes,no,66,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),56.6,3789.2,no,48+,56.55522388059701
2040-ldiwq,male,0,yes,yes,65,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.2,5324.5,no,48+,80.67424242424242
6496-jdssb,female,0,no,no,8,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),80.0,624.6,no,6-12,69.4
9408-ssnvz,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,268.35,yes,0-6,53.67
4443-embna,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.75,1836.9,no,48+,25.512500000000003
6469-mrvet,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,20.2,20.2,no,0-6,10.1
0742-moabm,male,0,yes,no,4,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,50.05,179.35,yes,0-6,35.87
5961-vusrv,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.35,219.35,no,6-12,16.873076923076923
6778-jfcmk,male,0,no,no,24,no,no phone service,dsl,yes,no,no,no,yes,yes,one year,yes,mailed check,50.6,1288.75,no,12-24,51.55
6341-jvqgf,female,0,yes,yes,31,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,yes,mailed check,81.15,2545.75,no,24-48,79.5546875
2232-dmlxu,female,0,yes,no,1,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,55.2,55.2,yes,0-6,27.6
4811-jbuvu,male,0,no,no,30,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.9,2723.15,no,24-48,87.84354838709677
0945-tsonx,female,0,yes,yes,47,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),85.3,4107.25,no,24-48,85.56770833333333
2651-zcbxv,male,0,no,no,54,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),108.0,5760.65,no,48+,104.7390909090909
3316-uwxuy,male,0,no,no,50,yes,no,fiber optic,yes,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),93.5,4747.5,no,48+,93.08823529411765
8937-rdthp,male,0,no,no,1,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,mailed check,84.6,84.6,yes,0-6,42.3
7083-miopc,female,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.25,1566.9,no,48+,21.464383561643835
1984-gpteh,female,0,no,no,29,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,25.15,702.0,no,24-48,23.4
1251-krreg,male,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,54.4,114.1,yes,0-6,38.03333333333333
0621-jfhol,female,0,no,no,10,no,no phone service,dsl,no,no,no,yes,no,no,two year,yes,mailed check,29.6,299.05,no,6-12,27.186363636363637
9903-lysab,male,0,yes,no,18,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.15,1305.95,no,12-24,68.73421052631579
0094-oifmo,female,1,no,no,11,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,95.0,1120.3,yes,6-12,93.35833333333333
9227-uaqft,male,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,284.35,no,12-24,16.726470588235294
7301-abvad,female,0,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.6,6350.5,no,48+,86.9931506849315
6614-fhdbo,male,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),109.2,7878.3,no,48+,107.92191780821918
7576-aseju,female,0,yes,yes,41,yes,no,dsl,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),74.7,3187.65,no,24-48,75.89642857142857
9058-hrzsv,female,1,yes,no,65,yes,no,fiber optic,yes,yes,yes,no,no,yes,month-to-month,no,electronic check,94.4,6126.15,no,48+,92.82045454545454
4522-akylr,female,1,no,no,13,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,electronic check,54.8,731.3,no,12-24,52.23571428571428
0221-wmxnq,male,1,no,no,4,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,75.35,273.4,no,0-6,54.67999999999999
0303-uncip,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,yes,one year,no,mailed check,65.0,2531.8,no,24-48,60.280952380952385
9947-otfqu,male,1,no,no,15,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.4,1074.3,yes,12-24,67.14375
0322-yinqp,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.55,48.55,yes,0-6,24.275
0959-whokv,male,0,no,no,42,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,99.0,4298.45,no,24-48,99.96395348837208
4075-jfpgr,female,0,yes,no,51,yes,no,fiber optic,yes,yes,yes,no,yes,no,one year,yes,electronic check,93.5,4619.55,no,48+,88.8375
4629-nrxkx,female,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.4,147.15,yes,0-6,49.050000000000004
9514-jdski,male,1,yes,no,1,no,no phone service,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic check,40.2,40.2,yes,0-6,20.1
3282-ziszv,male,0,no,yes,32,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),83.7,2633.3,no,24-48,79.7969696969697
3675-ydupj,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.85,193.05,no,6-12,17.55
4111-bnxif,female,0,yes,yes,67,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic check,59.55,4103.9,no,48+,60.35147058823529
7017-vfhay,female,0,yes,yes,61,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.1,7008.15,no,48+,113.03467741935484
6655-lhbyw,male,0,no,no,50,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card (automatic),114.35,5791.1,no,48+,113.55098039215687
4959-josrx,female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.6,80.55,yes,0-6,26.849999999999998
5046-nuhwd,female,1,yes,no,29,no,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,45.0,1228.65,no,24-48,40.955000000000005
7273-tefqd,male,1,no,no,3,no,no phone service,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,41.15,132.2,yes,0-6,33.05
3606-twkgi,male,1,no,no,13,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.9,1364.3,yes,12-24,97.45
7529-zdfxi,male,1,yes,no,57,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.85,4925.35,no,48+,84.9198275862069
7605-bdwdc,female,0,no,no,31,no,no phone service,dsl,yes,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),49.85,1520.1,no,24-48,47.503125
1950-ksvvj,female,0,yes,no,45,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,mailed check,113.3,5032.25,no,24-48,109.39673913043478
0123-crbrt,female,0,yes,yes,61,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,88.1,5526.75,no,48+,89.14112903225806
6292-tosss,male,0,no,no,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.9,1195.25,no,48+,23.436274509803923
3197-arfoy,female,1,no,no,19,yes,no,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,mailed check,105.0,2007.25,no,12-24,100.3625
6323-aybrx,male,0,no,no,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.35,1099.6,yes,48+,18.326666666666664
7014-zzxaw,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.25,1732.95,no,48+,24.06875
4385-gzqxv,female,1,no,no,16,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.45,1511.2,yes,12-24,88.89411764705882
7633-mvpuy,male,0,yes,no,57,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,electronic check,59.75,3450.15,no,48+,59.48534482758621
6366-zgqgl,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),24.8,24.8,yes,0-6,12.4
4716-hhkqh,male,1,yes,no,20,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,107.05,2172.05,no,12-24,103.43095238095239
5940-ahuhd,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.6,70.6,yes,0-6,35.3
6432-twqlb,male,0,yes,no,5,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,85.4,401.1,yes,0-6,66.85000000000001
4484-glzou,female,0,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.05,5624.85,yes,48+,106.12924528301888
3179-gbrwv,male,1,yes,no,21,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),64.95,1339.8,no,12-24,60.9
8645-kwhjo,male,0,no,no,14,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,55.0,771.95,no,12-24,51.46333333333334
4130-mzlcc,female,0,no,no,5,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),50.55,244.75,no,0-6,40.791666666666664
0314-tkosi,female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,55.15,322.9,no,0-6,46.128571428571426
8229-myejz,female,0,no,no,10,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,51.2,498.25,no,6-12,45.29545454545455
2080-srcde,female,0,no,yes,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,25.4,25.4,no,0-6,12.7
9577-wjvcq,female,0,no,no,68,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,54.45,3687.75,no,48+,53.44565217391305
9512-uibfx,male,0,yes,yes,18,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,mailed check,95.15,1779.95,yes,12-24,93.68157894736842
6202-dyyfx,female,0,no,no,22,yes,yes,fiber optic,no,no,no,no,no,no,one year,yes,credit card (automatic),76.0,1783.6,no,12-24,77.54782608695652
